name,stars,commits
OpenPrinting/cups,1216,2177
celluloid-player/celluloid,1216,1809
Entware/Entware-ng,1213,504
grimfang4/sdl-gpu,1212,764
openzfsonwindows/ZFSin,1208,796
lwip-tcpip/lwip,1205,4550
ESPresense/ESPresense,1205,741
LouisBrunner/valgrind-macos,1205,13294
ms-iot/samples,1200,932
gittup/tup,1200,2828
SeasX/SeasLog,1200,571
dibyendumajumdar/ravi,1200,952
RfidResearchGroup/ChameleonUltra,1197,692
LibVNC/libvncserver,1196,1039
ncbi/sra-tools,1194,5088
sched-ext/scx,1192,1714
HarbourMasters/2ship2harkinian,1189,3859
projectacrn/acrn-hypervisor,1188,7275
JohnEarnest/Decker,1187,772
HarbourMasters/Starship,1186,1446
erthink/libmdbx,1185,4565
Nuand/bladeRF,1182,3364
KaisenAmin/c_std,1178,524
newaetech/chipwhisperer,1178,4527
hapostgres/pg_auto_failover,1178,618
vermaseren/form,1174,681
horizon-eda/horizon,1172,3077
libexpat/libexpat,1169,3857
Expensify/Bedrock,1166,3727
riscv-software-src/opensbi,1162,1783
skvadrik/re2c,1159,2908
dune3d/dune3d,1156,674
NagyD/SDLPoP,1154,785
CE-Programming/CEmu,1150,2485
sensorium/Mozzi,1150,995
OpenCPN/OpenCPN,1149,10879
rumpkernel/rumprun,1145,2309
vtereshkov/umka-lang,1145,944
sultim-t/xash-rt,1140,2203
lvgl/lv_port_esp32,1137,584
pygame-community/pygame-ce,1135,4702
corosync/corosync,1131,2371
ptt/pttbbs,1126,5023
OpenDriver2/REDRIVER2,1123,2382
ARM-software/astc-encoder,1122,1666
rustyrussell/ccan,1122,2435
pyca/pynacl,1119,657
firedancer-io/firedancer,1115,5063
emqx/neuron,1113,2417
simple64/simple64,1111,969
tmewett/BrogueCE,1111,711
gphoto/libgphoto2,1109,9335
isislovecruft/library--,1106,1973
joe-scotto/scottokeebs,1105,775
babelouest/ulfius,1102,1276
openenclave/openenclave,1100,5163
mjakeman/extension-manager,1099,994
pepe2k/u-boot_mod,1099,524
awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,1099,653
ebiggers/libdeflate,1099,771
wmcbrine/PDCurses,1099,2312
mchehab/zbar,1098,521
RavenProject/Ravencoin,1095,1184
pmacct/pmacct,1095,4823
adobe-type-tools/afdko,1094,2538
timschneeb/RootlessJamesDSP,1094,876
2ndQuadrant/pglogical,1090,777
rswinkle/PortableGL,1089,510
MapServer/MapServer,1086,12117
cnlohr/ch32fun,1085,1000
FascinatedBox/lily,1084,645
mrkn/pycall.rb,1084,516
ziutek/emgo,1083,1611
libretro/common-shaders,1080,615
LibreDWG/libredwg,1079,7142
cyoung/stratux,1079,1394
schweikert/fping,1078,609
rockowitz/ddcutil,1076,9159
brutal-org/brutal,1075,1449
Audio4Linux/JDSP4Linux,1071,893
intel/media-driver,1071,6406
pret/pokefirered,1071,2960
analogdevicesinc/no-OS,1068,5428
abcminiuser/lufa,1067,2669
DarkMatterCore/nxdumptool,1067,634
citusdata/pg_shard,1060,787
libunwind/libunwind,1058,769
mdbtools/mdbtools,1058,649
seppo0010/rlite,1057,645
irontec/sngrep,1055,966
troglobit/inadyn,1054,1068
HVML/PurC,1054,5674
rhomobile/rhodes,1054,13424
hifiberry/hifiberry-os,1053,1949
uTox/uTox,1048,1915
open-watcom/open-watcom-v2,1044,17043
adafruit/Adafruit_Learning_System_Guides,1044,5372
libtcod/libtcod,1044,1870
nrfconnect/sdk-nrf,1044,20828
SWI-Prolog/swipl-devel,1041,7995
oetiker/rrdtool-1.x,1039,2733
RedisTimeSeries/RedisTimeSeries,1037,1075
planck-repl/planck,1034,1715
btrask/stronglink,1033,1777
Open-Smartwatch/open-smartwatch-os,1033,1752
jamulussoftware/jamulus,1032,4838
G6EJD/ESP32-e-Paper-Weather-Display,1031,569
bootlin/elixir,1031,590
GrahamDumpleton/mod_wsgi,1031,998
uzbl/uzbl,1030,3378
LekKit/RVVM,1028,1918
CN-annotation-team/redis7.0-chinese-annotated,1023,554
aws/aws-iot-device-sdk-embedded-C,1021,1236
rock-app/fabu.love,1021,530
sharebrained/portapack-hackrf,1021,1603
OpenIDC/mod_auth_openidc,1020,1197
majianjia/nnom,1016,561
glyptodon/guacamole-server,1014,2999
ps2dev/ps2sdk,1014,1787
uclouvain/openjpeg,1011,2764
client9/libinjection,1009,1762
zpl-c/zpl,1008,1262
autoas/as,1008,1378
mariotaku/moonlight-tv,1005,1871
FrameworkComputer/EmbeddedController,1004,7884
klonyyy/MCUViewer,1000,632
microsoft/msix-packaging,999,821
wangyi-fudan/wyhash,998,954
DCurrent/openbor,997,4055
piscisaureus/wepoll,996,520
php-memcached-dev/php-memcached,994,671
matsumotory/ngx_mruby,992,1339
PCRE2Project/pcre2,990,1817
libass/libass,989,1473
system76/firmware-open,987,898
intel/isa-l,987,685
PSP-Archive/ARK-4,986,3039
sist2app/sist2,983,699
Duet3D/RepRapFirmware,983,5561
danielealbano/cachegrand,982,2216
AravisProject/aravis,981,2770
kornelski/giflossy,981,523
andybarry/flight,977,974
espressif/esp-at,977,1266
lammertb/libhttp,977,2872
krakjoe/apcu,976,990
vial-kb/vial-qmk,975,21736
metartc/metaRTC,973,775
arq5x/bedtools2,972,1360
mobile-nixos/mobile-nixos,971,2661
GaijinEntertainment/daScript,971,7221
pocl/pocl,971,7398
socketry/nio4r,971,641
vladelaina/Catime,969,905
P-p-H-d/mlib,965,3643
ufbx/ufbx,962,2378
cschied/q2vkpt,956,1502
Blosc/bcolz,956,591
katef/libfsm,954,3074
dart-native/dart_native,953,658
mz-automation/libiec61850,952,1302
facebookresearch/nle,951,2826
eclipse-cyclonedds/cyclonedds,950,3167
flashrom/flashrom,948,2801
csete/gpredict,947,645
canonical/raft,947,1417
maxmind/libmaxminddb,945,1311
halfer53/winix,944,1983
acados/acados,944,6719
larmel/lacc,942,1024
cxong/cdogs-sdl,938,4243
olilarkin/wdl-ol,937,1612
alibaba/ApsaraCache,936,5559
hannorein/rebound,935,3202
holzschu/ios_system,934,691
boazsegev/iodine,933,524
steineggerlab/foldseek,933,1246
jgmenu/jgmenu,933,1469
kondrak/vkQuake2,931,892
Solo5/solo5,930,788
libnet/libnet,930,799
bkaradzic/GENie,929,942
managarm/mlibc,928,3472
HerculesWS/Hercules,927,10195
elua/elua,926,1327
rhboot/shim,923,1079
libgd/libgd,922,1743
apache/cloudberry,920,1996
webmproject/libvpx,920,15464
mity/md4c,919,670
zherczeg/sljit,918,626
hirrolot/metalang99,913,1387
ngtcp2/nghttp3,911,776
rauc/rauc,911,3228
tats/w3m,910,1018
dzavalishin/phantomuserland,909,793
ohler55/ox,909,669
moononournation/Arduino_GFX,909,1298
assaultcube/AC,902,5198
OSGeo/grass,902,24017
luben/zstd-jni,901,730
jclehner/nmrpflash,901,605
alekmaul/pvsneslib,901,1276
BohuTANG/nessDB,899,506
nih-at/libzip,898,2766
openhpc/ohpc,897,10259
StanfordVL/GibsonEnv,896,900
coreos/rpm-ostree,895,5835
linuxboot/linuxboot,895,974
zerotier/lf,893,520
Spooks4576/Ghost_ESP,892,922
ruby/prism,892,3973
Sneeds-Feed-and-Seed/sneedacity,891,9881
arkq/bluez-alsa,891,1076
skylersaleh/SkyEmu,891,998
oracle/python-cx_Oracle,891,1165
yquake2/yquake2,890,3465
martijnvanbrummelen/nwipe,889,550
FontManager/font-manager,889,1366
jsdf/pce,889,1707
openlink/virtuoso-opensource,888,1823
rene-dev/stmbl,888,2192
iproute2/iproute2,887,3111
hoglet67/RGBtoHDMI,887,2148
kernelslacker/trinity,884,1679
zeromq/zyre,884,812
haproxy-unofficial-obsolete-mirrors/haproxy,883,5066
ndless-nspire/Ndless,877,515
canonical/lightdm,876,2583
martanne/dvtm,875,549
danoon2/Boxedwine,872,1020
void-linux/xbps,871,649
TurboVNC/turbovnc,869,3522
kroitor/gjk.c,869,504
ultravideo/kvazaar,868,2630
0xchocolate/flipperzero-wifi-marauder,867,3008
mitchellkrogza/apache-ultimate-bad-bot-blocker,867,3135
libxsmm/libxsmm,867,18934
Orc/discount,867,659
liudf0716/apfree-wifidog,866,1846
lemire/Code-used-on-Daniel-Lemire-s-blog,866,1844
xelerance/Openswan,866,5178
adsr/mle,865,627
Tarsnap/spiped,865,1194
0intro/plan9,864,2471
Atoptool/atop,862,641
luvit/luv,862,1059
apache/mynewt-core,862,7894
mtrojnar/osslsigncode,860,648
aircrack-ng/aircrack-ng-archive,859,1250
fcitx/fcitx,855,2194
MiKTeX/miktex,854,5081
xboot/xboot,853,3644
rodizio1/EZ-WifiBroadcast,852,544
avrdudes/avrdude,851,3836
ramapcsx2/gbs-control,850,510
lwindolf/liferea,848,4992
asamy/ksm,846,559
rusefi/rusefi,841,23719
stawel/cheali-charger,840,1101
samtools/htslib,840,3067
krakjoe/phpdbg,837,1195
obgm/libcoap,837,2363
nxrighthere/ENet-CSharp,834,537
seccomp/libseccomp,834,981
bluez/bluez,833,15623
pret/pokeruby,832,3528
mongodb/mongo-c-driver,831,6094
RedisAI/redis-inference-optimization,830,1189
skyfloogle/red-viper,829,878
LukeSmithxyz/dwm,829,779
radareorg/radare2-book,828,679
HaxeFoundation/hashlink,828,1661
sipwise/rtpengine,828,4859
dthain/basekernel,828,855
brandon-rhodes/pyephem,827,902
relan/exfat,826,557
horsicq/PDBRipper,826,1753
DragonMinded/libdragon,826,830
openzfsonosx/zfs,826,4164
RedisLabs/redisraft,826,860
mptre/pick,826,563
Keruspe/GPaste,825,3415
ccxvii/mujs,825,757
hexagonal-sun/bic,825,883
Interrupt/systemshock,822,1332
flang-compiler/flang,818,1850
ged/ruby-pg,817,1778
daos-stack/daos,816,10980
Lurkki14/tuxclocker,816,626
h2zero/NimBLE-Arduino,815,562
travisgoodspeed/md380tools,815,1902
dkfans/keeperfx,815,4736
freeglut/freeglut,815,1075
plougher/squashfs-tools,813,2551
renard314/textfairy,813,847
c9s/r3,812,754
vkoskiv/c-ray,810,2307
kiibohd/controller,809,1174
groonga/groonga,809,22938
felix-lang/felix,808,3291
devkitPro/libctru,807,1241
eXeC64/imv,805,703
Trepan-Debuggers/remake,805,963
fangfufu/httpdirfs,804,564
frida/frida-python,803,722
frida/frida-gum,800,5232
powturbo/TurboPFor-Integer-Compression,795,2075
sonic-net/sonic-buildimage,794,7696
ianh/owl,791,516
tpm2-software/tpm2-tss,787,2126
kilograham/rp2040-doom,784,3869
picoruby/picoruby,784,1430
gpg/gnupg,783,8200
jpbruyere/vkvg,782,586
lpereira/hardinfo,780,1649
evgenkarlson/ALL_SCHOOL_42,778,1215
gramineproject/graphene,776,1977
collabora/libsurvive,775,2066
snowballstem/snowball,775,1118
alexandervdm/gummi,774,1037
shadowsocksr-backup/shadowsocksr-libev,773,1337
randy408/libspng,773,939
moonlight-stream/moonlight-chrome,772,563
rogerbinns/apsw,772,4160
openwrt/mt76,770,3358
losnoco/Cog,770,3005
dyninst/dyninst,769,4266
OpenAMP/open-amp,767,996
ekeeke/Genesis-Plus-GX,765,946
CCExtractor/ccextractor,765,1872
wifidog/wifidog-gateway,764,574
freebsd/pkg,763,8890
chirlu/sox,762,507
mean00/avidemux2,762,4330
michaelforney/cproc,760,676
c2lang/c2compiler,758,2804
gphoto/gphoto2,757,913
apache/mynewt-nimble,755,3993
AppleWin/AppleWin,754,1824
Exim/exim,752,1047
tpm2-software/tpm2-tools,751,2412
kubernetes-sigs/security-profiles-operator,750,2908
ChibiOS/ChibiOS,748,5548
turbolent/w2c2,748,502
kaluma-project/kaluma,746,782
libplctag/libplctag,745,1141
FedeDP/Clight,745,863
libhybris/libhybris,744,890
ptitSeb/gl4es,744,2509
smcameron/space-nerds-in-space,742,6052
liudf0716/xfrpc,742,814
merge/skulls,739,546
hypre-space/hypre,737,3215
open-telemetry/opentelemetry-go-instrumentation,737,2194
librsync/librsync,736,1418
majn/telegram-purple,736,1162
migueletto/PumpkinOS,736,788
lexus2k/ssd1306,735,770
ghaerr/microwindows,735,540
laurolins/nanocube,733,776
samtools/bcftools,732,2651
openpbs/openpbs,731,1958
i-rinat/freshplayerplugin,729,1654
tukaani-project/xz,729,2842
balde/balde,727,542
feaser/openblt,725,669
MoarVM/MoarVM,723,13836
rmyorston/busybox-w32,723,7675
KhronosGroup/OpenGL-Registry,722,673
VincentWei/MiniGUI,722,2162
PKRoma/ProcessHacker,722,11477
EIPStackGroup/OpENer,722,941
OP-Engineering/op-sqlite,721,787
ricardoquesada/bluepad32,721,1614
linux-rdma/perftest,719,693
r-lib/pak,719,1172
dstndstn/astrometry.net,719,4506
mentebinaria/readpe,718,804
bradharding/doomretro,712,19103
bus1/dbus-broker,710,1147
Yubico/yubico-pam,710,683
yoshisuga/MAME4iOS,709,1510
saprykin/plibsys,707,1968
intel/intel-cmt-cat,707,1402
xdp-project/xdp-tools,705,1104
Audacium/audacium,704,10345
uroni/urbackup_backend,704,5674
libui-ng/libui-ng,702,4267
tcltk/tcl,702,12955
nsxiv/nsxiv,701,708
sctplab/usrsctp,701,1386
jedisct1/pure-ftpd,701,984
libvmi/libvmi,700,606
ASDAlexander77/TypeScript2Cxx,699,546
attractivechaos/kann,698,519
SanderMertens/bake,697,916
rokath/trice,695,3270
apache/hawq,694,1315
square/subzero,693,537
intel/libva,693,1516
LostArtefacts/TRX,692,4877
wx-chevalier/CS-Notes,692,605
rockchip-linux/mpp,692,2309
n64decomp/mk64,691,653
HDFGroup/hdf5,690,16256
punesemu/puNES,688,2255
libsdl-org/SDL_image,687,1616
libtom/libtommath,686,1165
micropython/micropython-esp32,684,4930
jsoftware/jsource,684,5118
borisfaure/terminology,684,3125
zeldaret/tmc,681,2073
jnwatson/py-lmdb,679,1034
getanteon/alaz,679,551
nickg/nvc,678,6705
QB64Team/qb64,677,1939
libMesh/libmesh,677,22054
xen-project/xen,677,15035
graydon/rust-prehistory,675,1278
okbob/plpgsql_check,674,732
floooh/sokol-samples,674,1502
Ultrawipf/OpenFFBoard,673,752
pachterlab/kallisto,673,1244
OpenRTX/OpenRTX,673,1646
linux-pam/linux-pam,673,2304
hse-project/hse,672,1511
activesys/libcstl,672,740
SebKrantz/collapse,672,2790
RTEMS/rtems,671,24745
dvidelabs/flatcc,671,1241
aitos-io/BoAT-X-Framework,670,3071
n64decomp/perfect_dark,670,6776
RSDKModding/Sonic-Mania-Decompilation,667,1131
TrampolineRTOS/trampoline,667,1918
FauxFaux/PuTTYTray,666,4638
mudita/MuditaOS,666,4108
rryqszq4/ngx-php,666,807
viti95/FastDoom,666,3105
gramineproject/gramine,664,2258
agraef/purr-data,664,2354
Hamlib/Hamlib,663,8668
openvehicles/Open-Vehicle-Monitoring-System-3,662,4493
smasherprog/screen_capture_lite,661,664
ARM-software/CMSIS-DSP,661,734
stella-emu/stella,660,4668
flatpak/xdg-desktop-portal,660,2006
xiehuc/pidgin-lwqq,659,925
digital-fabric/polyphony,659,1717
danakj/openbox,658,6581
iputils/iputils,656,1092
AlbrechtL/welle.io,656,1931
VirtualAlllocEx/DEFCON-31-Syscalls-Workshop,654,1146
linuxkerneltravel/lmp,652,2291
libguestfs/libguestfs,652,11351
vpinball/vpinball,652,7592
troglobit/finit,651,3593
omnetpp/omnetpp,651,24539
pygobject/pycairo,649,678
datoviz/datoviz,648,1933
ckolivas/lrzip,648,862
andyholmes/valent,648,1523
adafruit/Adafruit_nRF52_Arduino,647,2612
iortcw/iortcw,646,780
fletcher/MultiMarkdown-6,646,790
tempesta-tech/tempesta,645,3834
facebook/openbmc,644,15014
lvgl/lv_port_pc_visual_studio,643,508
Xilinx-CNS/onload,642,2390
michaelforney/swc,641,691
ofiwg/libfabric,641,18318
tmate-io/tmate-ssh-server,640,3801
lighttpd/lighttpd1.4,640,5269
sgminer-dev/sgminer,640,5539
monkey/monkey,640,3270
SSSD/sssd,638,10179
libts/tslib,636,1278
bedrocklinux/bedrocklinux-userland,635,1011
lldpd/lldpd,635,2145
GNOME/libxml2,634,3437
toniebox-reverse-engineering/teddycloud,634,1722
LoupVaillant/Monocypher,633,1189
k-takata/Onigmo,633,997
ducalex/retro-go,632,1986
codyd51/axle,630,2780
Skeli789/Complete-Fire-Red-Upgrade,630,2229
ktap/ktap,629,621
linux-audit/audit-userspace,628,1298
hroptatyr/dateutils,627,3100
h2o/quicly,627,2091
Yubico/libfido2,627,1917
EionRobb/skype4pidgin,626,1014
cirosantilli/cpp-cheat,625,592
ascii-boxes/boxes,625,648
zevv/duc,623,824
vittorioromeo/SSVOpenHexagon,623,3146
chrisboyle/sgtpuzzles,622,4132
ARM-software/optimized-routines,619,809
eduardsui/tlse,618,601
maxdev1/ghost,618,526
dinhvh/libetpan,618,571
chronolaw/annotated_nginx,618,1304
Xilinx/u-boot-xlnx,617,16036
bbcmicrobit/micropython,617,615
fhanau/Efficient-Compression-Tool,616,615
mrehkopf/sd2snes,614,1217
etlegacy/etlegacy,614,6690
GStreamer/gst-rtsp-server,613,1008
dosemu2/dosemu2,613,11140
i3/i3status,613,623
Xeeynamo/sotn-decomp,612,3270
rockdaboot/wget2,612,3124
leomccormack/Spatial_Audio_Framework,611,989
mm2/Little-CMS,610,943
drowe67/codec2-dev,609,1784
shinyquagsire23/OpenJKDF2,608,1438
geany/geany-plugins,608,3247
bitlbee/bitlbee,608,2648
elishacloud/Silent-Hill-2-Enhancements,608,1239
inclavare-containers/inclavare-containers,607,1192
clibs/entr,607,501
TEN-framework/ten_framework,607,822
onyx-lang/onyx,607,2527
open-mpi/hwloc,606,8387
gwsw/less,606,2472
OpenVSP/OpenVSP,605,3243
Samsung/TizenRT,605,10816
rhash/RHash,605,913
tatsuhiro-t/spdylay,603,943
coder-mike/microvium,603,1175
haasn/libplacebo,601,3627
icculus/physfs,600,1570
coop-deluxe/sm64coopdx,600,2220
private-octopus/picoquic,600,4125
cmajor-lang/cmajor,600,866
giaf/hpipm,599,1283
CoSMoSoftware/OBS-studio-webrtc,599,7373
linux-sunxi/sunxi-tools,598,564
Azure/azure-iot-sdk-c,597,3048
TeraTermProject/teraterm,597,5970
thesofproject/sof,597,12206
notsecure/uTox,596,1075
RasPlex/OpenPHT,596,11036
pmodels/mpich,596,16937
thradams/cake,595,710
autc04/Retro68,593,999
iondbproject/iondb,592,842
aide/aide,591,958
andwn/cave-story-md,591,934
freetype/freetype,589,6513
cosinekitty/astronomy,589,2156
apache/subversion,588,17241
vectorgraphics/asymptote,587,9426
brackeen/glfm,587,573
postgrespro/pg_pathman,587,1410
Ravenbrook/mps,586,3963
autotrace/autotrace,585,579
Seagate/openSeaChest,585,778
jellyfin/jellyfin-ffmpeg,585,1093
tianocore/edk2-platforms,583,3094
picoruby/prk_firmware,583,649
SpenceKonde/megaTinyCore,583,2107
chjj/mako,583,678
opencomputeproject/OpenNetworkLinux,582,2363
JHUISI/charm,582,599
pgroonga/pgroonga,582,2802
nasa/osal,582,658
sifive/freedom-e-sdk,581,1225
atlas0fd00m/rfcat,581,534
gideros/gideros,581,3275
ohkimur/the-c-programming-language-2nd-edition-solutions,580,829
EUA/wxHexEditor,580,711
RandyGaul/cute_framework,580,2412
OpenSmalltalk/opensmalltalk-vm,580,4791
libnice/libnice,579,1217
navit-gps/navit,578,1247
samdmarshall/SDMMobileDevice,578,533
SDL-mirror/SDL,577,12520
embeddedartistry/libc,577,581
happyfish100/FastCFS,577,995
revk/ESP32-Faikin,576,1657
Firmament-Autopilot/FMT-Firmware,576,1415
ovn-org/ovn,575,18512
FWGS/xash3d,574,2419
cyrusimap/cyrus-imapd,574,19419
ludocode/mpack,574,621
zint/zint,574,1092
DaanDeMeyer/reproc,574,1557
php-amqp/php-amqp,574,529
area9innovation/flow9,572,11438
Imagick/imagick,572,1153
artclarke/humble-video,570,765
cherokee/webserver,569,4821
cvxgrp/scs,569,597
Yubico/pam-u2f,568,563
libimobiledevice/libplist,568,975
openpilot/OpenPilot,568,7549
binji/binjgb,566,599
libgit2/php-git,566,605
cacalabs/libcaca,565,1947
xvisor/xvisor,565,5390
ComparativeGenomicsToolkit/cactus,564,4101
MobilityDB/MobilityDB,563,1753
bminor/musl,563,4169
containers/fuse-overlayfs,562,555
HaxeFoundation/neko,561,2466
eclipse-embed-cdt/eclipse-plugins,561,2252
LLNL/sundials,561,2247
iscsi-osx/iSCSIInitiator,560,514
open-iscsi/open-iscsi,560,525
DragonFlyBSD/DragonFlyBSD,559,10053
vhelin/wla-dx,558,1565
Embroidermodder/Embroidermodder,557,666
jedisct1/libsodium-php,556,518
sharandac/My-TTGO-Watch,555,1162
h2o/picotls,555,1873
LeoVen/C-Macro-Collections,551,505
canboat/canboat,551,832
OpenHEVC/openHEVC,551,1568
libcsp/libcsp,550,1454
ipsn/go-libtor,550,643
faragon/libsrt,549,804
krb5/krb5,548,10732
archiecobbs/s3backer,548,836
godror/godror,548,1706
xiph/daala,548,1758
CE-Programming/toolchain,548,2791
FoxdieTeam/mgs_reversing,547,3788
sahlberg/libnfs,547,1224
Cogmasters/concord,547,3052
alf45tar/PedalinoMini,547,580
luaposix/luaposix,547,1000
CESNET/UltraGrid,545,9842
indygreg/python-zstandard,545,1420
timmbogner/Farm-Data-Relay-System,545,796
Gwion/Gwion,545,7668
adafruit/Adafruit_TinyUSB_Arduino,545,718
Unidata/netcdf-c,544,8614
confluentinc/librdkafka,544,4148
fvwmorg/fvwm3,544,1210
anthonix/ffts,544,674
kvmtool/kvmtool,544,1456
proftpd/proftpd,543,3887
pciutils/pciutils,543,1159
beejjorgensen/bgc,543,1403
PaulStoffregen/cores,541,1364
nuta/resea,541,1757
Kode/Kore,541,3802
wntrblm/Castor_and_Pollux,541,861
KhronosGroup/Vulkan-Loader,541,3999
gnotclub/xst,539,791
bitaxeorg/ESP-Miner,539,762
duckdb/duckdb-spatial,539,694SSS
xelerance/xl2tpd,537,510
glouw/openempire,535,881
jondgoodwin/cone,535,1105
pasky/pachi,533,3404
luainkernel/lunatik,533,4963
zeux/calm,533,632
eudev-project/eudev,533,6935
lxi-tools/lxi-tools,532,804
mhogomchungu/zuluCrypt,530,3123
eggheads/eggdrop,530,2331
cbdevnet/midimonster,529,571
open-simh/simh,528,4360
paladin-t/my_basic,528,1019
pebble-dev/RebbleOS,527,694
CapnBry/HeaterMeter,527,1698
Luos-io/luos_engine,526,920
kwhat/libuiohook,525,572
coturn/rfc5766-turn-server,525,1201
DS-Homebrew/GodMode9i,524,537
openmoh/openmohaa,524,3656
aw-junaid/Hacking-Tools,524,722
klange/ponyos,523,5455
limpkin/mooltipass,522,2943
zint/zint-gpl-only,522,544
pfq/PFQ,522,3517
mikaku/Fiwix,521,1112
pkgconf/pkgconf,520,1510
OpenSMTPD/OpenSMTPD,520,8351
analogdevicesinc/libiio,520,1768
sagemathinc/cowasm,517,1974
riscv/sail-riscv,517,1258
eclipse-wakaama/wakaama,516,526
NVIDIA/libglvnd,516,713
gkostka/lwext4,513,818
alliedmodders/amxmodx,512,3668
autobleem/AutoBleem,510,686
SharpGenTools/SharpGenTools,509,867
chaos/pdsh,508,1336
lvgl/lv_demos,506,708
nxengine/nxengine-evo,506,832
openldap/openldap,505,10932
adafruit/Adafruit_nRF52_Bootloader,505,752
plan9foundation/plan9,504,2482
libfirm/libfirm,504,6672
emersion/mrsh,503,548
trezor/trezor-crypto,503,632
cfengine/core,502,13365
orafce/orafce,502,605
Stellarium/stellarium-web-engine,502,3462
composefs/composefs,502,774
gdnsd/gdnsd,501,1632
apache/apr,500,5359
Rinnegatamante/vitaGL,500,1161
Fledge68/WiiFlow_Lite,500,1422
